content,y_pred,y_test
That's how I am thinking about the Rick Warren invocation.  (Damn  the neighborhood is going to be talking about this.),0,0
YES!  that place has damn good Bar-B-Q.  MMMMM  I'm jealous.,0,0
thanks  I'm terrified of exams. Yeah my hairs a bitch to do tbh  takes like an hour and a half to straighten.,0,0
  Middle school? Well I've never been emo haha but I don't think Ive been any of those. I was really independent from the beginning. Sooo I was the girl that had glasses and wore the straight legged jeans till jr high but was really funny and everyone liked &amp; was friends with anyways. Areopostale was instyle bigtime when I was in middle school so idk I was friends with everyone though. r And I didn't wear makeup till I was a Jr in HighSchool!! haha,0,0
  hahhahah yeah you!,0,0
  Yes. Its weird sometimes. But dreams are weird. haha,0,0
 HEY BETCH. wanna not be a lil slut?! &amp;please oh lordy STOP CUTTIN EYES AT ME!r cus she want me dead (;,0,1
Owww  I feel you babygirl. I swear country boys and girls are so fucking thirsty. You stay on your NJ shyt you will be fine!,0,0
think of it more as the open ended gift that lets them have something that makes em happy vs a piece of crap they hate. ;-),0,0
sucks!!! i'm sorry,0,0
fuck yes.  I hate them at work...,0,1
I hate you... but also loves you for giving me something to dream about tonight. ;-),0,0
"I hate ""Rag and Bone"" so much.",1,1
  Yes. Timothy. :] and my dad. I talked to him and my ma! haha wow didn't realize how many people ive said I love you to.,0,0
nigga fuck put a Lil gin in it a drink dat shit son fuck 08,1,1
I hate you,1,1
lmao that sucks.,1,1
then ur game sucks. no crue  not buying it.,1,1
"Hah  wish I could do that. Being a part of ""essential operations"" sucks :(",0,0
@ember_myst @spellchaser Just so you know  I'm staking my claim on etherist. I am in full on crush! Sucks that he's married. :P,1,1
"eddie izzard says the brits pronounce ""herb"" with the h ""because there's a fucking h in it.""",1,1
whos? ima slap the bitch.,1,1
if 19north's band was an emo band  what would its name be?,0,0
man you love my crazy ass no matter what and its the same this way! Best friends forever b!,0,0
i was able to connect to may exchange with apple mail after they enabled active sync for my iphone. i hate entourage... so much,1,1
Pretenders come to mind! Damn.,1,1
"I can see it now. ""Listen  you cow-loving yahoos  just put all of the slurpee in this bag! What? Cups? I don't need fucking cups!",1,1
OH NOES! Like chocolate ales are really fucking tricky they either rock or suck cock I will totally have to google those tho,0,0
lmfao HURRY AND GET THE FUCKING LYRICS.,1,1
 describe yourself in 3 words.,0,0
he was so fucking cute this morning! I didn't want to leave :),0,0
it's the damn music  ugh  terrible!,0,1
whoever created chocolate pecan pie  thank. thank you for my big fat ass.,1,1
Online nakedness amuses me.  'Oh my god  he has nipples!  And skin!  He's a freak!'.,1,1
  okayy,0,0
 what is something from your past that you wish you still did? that you are glad you stopped doing?,0,0
FUCK FUCK FUCK FUCK BIIAAAATCH!,1,1
  Thank you :),0,0
summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs,1,1
you have officially been put on my bread stick mailing list. Fuck those rock republics and eat something already.,1,1
if i get scared ill be sure to throw u in the way so u shiver in terror and piss ur pants like u already did,1,1
  Nope.,0,0
I hate that! Hopefully people see through that kind of nastiness.,0,0
  You know it :],0,0
  What happened?,0,0
Have you seen his ugly ass? he IS the phantom. Women wouldnt sleep with him if he didn't woo us with melodies and faux-mance,1,1
I'm more into shows like Dave Chapelle...I fuckin can't believe he flipped out and didn't do anymore..fuckin sucks.,1,1
i absolutely hate collections  don't you??? sucky part of job.,0,0
  yes. and no sorry,0,0
Err:508,0,0
easy! keyshia sucks. It's pathetic when an actor makes a better album in his 3rd profession (act  stand up) than you do in your first,1,1
will do :) ha I don't mean to sound gay but I have no layers in my hair after tour so well see how it goes ha,0,0
I'm just bored as fuck. Lol. I never thought I'd say this but I kinda wish the damn dog was here making noise. Lol,0,0
"Being gay is not a ""behavior""! Until you alter that misperception it will be difficult for you see why gays are upset re RW",0,0
oh...and I wasn't just calling you a poser either :) http://is.gd/ed5v,1,1
 Favourite game?,0,0
his haircut look like them fast ass Black Beetles on Super Mario Bros.,1,1
I knew you were cute and sweet  but damn  my teeth are aching!! http://xrl.us/GreenGiant,0,0
HAPPY BIRTHDAY DAN PANOSIAN THE SUPER QUEEN OF LOVE/HATE/POWER/SAVY/HOLLYWOOD AND CAKE,1,0
 Your ugly x)!,0,1
whiterabbit819 stFu u ass i care and thats all that matters!,1,1
  i think to my brother..for his birthday. :],0,0
hey you know wat wud b funny? to find out who started tht lil cheap ass lie tht if u roll ur eyez they'll get stuck like tht! rndm,1,1
juiceegapeach I was gonna ask Jia I am lost I have resorted to reading. LOL I first heard about it from MBD's video I hate boring blogs,0,0
cont. and you must RT EVERY LITTLE THING someone says  then DAMN do I feel SORRY for you and your friends.,1,1
as much as i wanted to hate it...that song is crazy!!!!,0,0
My friend is gay so it was kinda perfect - he said I could shop all day and then we'd go out. And no putting out! ;),0,0
  im not good with pranks. soory :(,0,0
  family over everything,0,0
fuck no _ I'll be out there by myself.  That's my ALONE time. Meditate if you will. Me the pipe & the stars rflecting & thnkng,1,1
http://twitpic.com/tr56 - Do u all believe me now when I tell u this is the best freak show in town?!,0,0
 yeah and I woulda gotten away with it if it wasnt for you damn kids...,1,1
 If you were a worm  how long would you be?,0,0
  I would buy my mum a house and a car buy me a house and car buy my brothers a car and with the left over money i would go shopping and concerts (i dont no how much all this cost though lol),0,0
  i like questions please feel free to ask more.,0,0
 :(,0,0
 what did you have for lunch?,0,0
 You can date/marry Tabitha! :D,0,0
 What colour is your bedroom painted?,0,0
hour meetings foe a job you're failing at  because you hate it  your bentley that you don't even drive cuz gas is so expensive  in,1,1
why? we're snowed in!!! I hate bad winter weather.,0,0
U can be a freak and not like girls.,1,1
Have you heard any J-Fish songs. if you want a sneek peak I can send you a few songs =) I have all his CD's I'm a J-Fish freak lol,1,1
yes  i am sick too too too too sick.  it sucks.  i hate it.,0,0
I hate when it happens to people that are nice. They don't deserve embarassment of that sort.,1,1
  Live it  loving and being kind. Kindness is key to everything that brings happiness in life.,0,0
lmao..ass juice! Woohoo..Stella &lt;3,0,0
They say I have the best ass this side of fourteenth street.,0,1
hate bros,0,0
social network whore!,1,1
 u32e1What impossible things did you believe today before breakfast?,0,0
  me?,0,0
damn its like there black bunny playing peek a boo. HAHA girl is still fucking cute though fo sho.,0,0
  ExpLOrE tHe WOrlD   :D,0,0
  apple,0,0
YES. the thing is big enough for my ass plus another half. its like my parents couch.,0,1
dude  that sucks about your laptop. I hope you get that worked out. &#58371;,0,0
losing winter insulation is one of the horrific side effects of Biggest Loser that nobody warns you about. It's brutal!,1,1
 how did you spend your 2 weeks time with out formspring?,0,0
 lol  but what was the rumor? Gah I feel like I'm back in High School  I wanna fuck up whoever says shit about Dave  he's kickass,0,0
cock flavored seasoning?!?!? wtf,1,1
 !f ! @cC3pT wut yuH qon3 duuuu f@ mii,0,0
 ahhh true.. true... plus it plays music XD,0,0
lol. seriously? Each to their own... me  I hate oysters...,0,0
  if your going to ask a question like that don't you think if im going to be honest with you  you should give me the respect of knowing who you are?,0,0
  hmm..not too long i would think..especially if it was bad.,0,0
if anyone's a loser  it's YOU.,1,1
 VVV yes or no question!,0,0
AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,1,1
and you're a smug cunt  so it must be true!,1,1
In Ala-God-Damn-Bama  that would be Bidness Skool  right?,1,1
  idk lol,0,0
Per my other tweets  I've (hopefully temporarily) stopped using Adium because it sucks up 75-80% of my CPU! :-(,0,0
  hold im confused,0,0
Ech! LOL....if it was me  I would wash the sweats at least twice...then again I hate bugs!,1,1
 What is the nicest thing you&;ve ever done and the worst thing you&;ve ever done,0,0
  welll,0,0
the fail whale?,1,1
I don't always agree with you... but I do this time! Slow the hell down and stop getting so emo about it.,1,1
yeah u are!! Asian ass  embrace it,1,1
we need his ass.  And A.J. We need even more!,0,0
  not really,0,0
Lol... damn... me too... o_O,0,0
haha. that sucks though. if it's any comfort  i had a student break some of my XLR contact mics. gotta break out the iron now.,0,0
beast my pussy  bitch. LMAO...that's creepy.,1,1
  dane cook,0,0
You kidding  I bloody hate anime  and I liked Bleach.,1,1
 What would your dream job look like?,0,0
 Have you ever been to South America or Africa?,0,0
That sucks. Haha. :D,0,0
I never watch those show or even read the lists because they invariably piss me off.,1,1
Totally.  The ass end of my Jeep is not  but no life forms were impacted.,1,1
If Bush were 1/3rd the bad-ass he pretends to be  he would've caught the first shoe in the air and knocked the guy out with it.,0,0
Dig him up? Fuck that - I'm picturing next years Halloween costume already!,0,1
ah damn.,1,1
  movie night! or beach or what ever as long i am with friends :D,0,0
yo Zee  you keep your hair tighter than frog ass.,1,1
damn work fire wall. can't go to myspace. :(,1,1
Im so jealous. But I'll be eating that same rice pudding in 9 days. Enjoy the fuck out of your trip,1,1
 What would be worse; Finding out there is life in space or finding out that there isn&;t?,0,0
  Hmm we just had one but i cant remember what it was..haha oh well,0,0
I hate moping. It's horrible. Mum makes me mop the kitchen floor sometimes and I always want to dieeeeeeeee.,0,0
Don't you hate it when that happens? I wish I could isolate myself with my computer but alas  no such luck...,0,0
  Ohio  USA. And its pretty rad :],0,0
 Have you ever been to Hollywood  CA?,0,0
I recommend Pase Rock and Fat Jon (new album out!). Okay okay so what if you already knew all this!,0,0
  im living it. i think nightmares are never worse. you can always find one scarier and more wrose.,0,0
Oooh..thats a damn good picture too.,0,0
 have you ever wrote a love song?,0,0
lmao  a grown ass man having brunch is even gaaaaayer!,1,1
Purges are awesome - unless racially  religiously or gender-based. Then it so awfully sucks.,0,0
Damn  I'm working @ home this aft or I'd drop by (my office is right near there). Don't suppose you'll be there again tomorrow?,0,0
Make sure you update that OS. Luck bitch. T-Mo gets the gasface with their lack of a new BlackBerry,0,0
 yeah go ahead and play victim  i do know you nico. thats how i know your a player.,0,1
Yeah  and T-Mobile Germany offers unlimited Worldwide calling to other T-Mobile phones. USA only offers Nationwide. Sucks.,1,1
- hahaha .. you're silly! but dayum it's 10:22AM and i'm still kinda limping from my hip hurting THAT badly .. it sucks!,1,1
bitch gash thrash,0,0
  first.,0,0
- hahaha .. you're silly! but dayum it's 10:22AM and i'm still kinda limping from my hip hurting THAT badly .. it sucks!,1,1
get some damn sleep! Sleepy Time tea is my savior  serious,1,1
well find him and kick his butt too! I hate it when people take advantage of the mentally challenged.,1,1
"""It was not fun",0,1
wish to fuck I was in Philly for what sounds like a bomb ass date.,0,0
I'm just gonna start the emo kids who pretend-to-cut themselves clique. I can be found in the library playing WoW if you need me.,1,1
yooozers 20 442 damn homie!!!,1,1
Oh  that sucks. Why I blew off my own appointment yesterday. I just couldn't face the wait.,1,1
 oh man. the malls are a mess  it grosses me out. ohhh capitalist dogma  how i hate you,1,1
 What website do you spend the most time on?,0,0
 Why do most people feel the need to be better than someone else?,0,0
damn  I'm moving south.  Cleveland has it for 1.69/gal,1,1
Apparently. Ugh. Sucks that they couldn't get the music rights for syndication in the US. Or maybe they didn't bother..,0,0
"Damn  but that is beautiful. Time to dig out my Blackfive ""Don't be a Dou'Che"" shirt in salute.",0,0
I would totally hire her just because she said sales-whore.,0,0
:-( Yucky needles. I hate those ones with a special sort of passion! *hugs* Hope it's over soon with the needles.,1,1
that sucks :(,1,1
 Did you know gullible was written on the ceiling?,0,0
You name it  it's contributing! Guess I just gotta get off the sauce  but it's the holiday & all these damn parties get n the way,0,0
i dont care if its him or his ppl ... i care if its authorized or a poser squatting,1,1
 I ment boyfriend u know  like the kissing the hugging estera.....unless u do that with your best friend lol :D,0,0
  do iKno iKan go check out mi musik n listen to it bxtch lmao... myspace.com/pokemonboyz7,0,0
It's....hmmmm....unislamic  unkosher and full of animal fat. ewww I'm still grossed out.,0,0
i fucking hate that word  hahaha.,1,1
  Hmm..depends on if my toes are cutesied up and the outfit ;] but usually sneakers,0,0
Jesus fucking h Christ!!!!,0,1
the Tostitos Fiesta Bowl (man  I hate corporate sponsorship in sports). Shit. I wonder if I could get work to fly me to Arizona?,0,0
  strict. and fun :),0,0
  yupz yupz hehe,0,0
  First.,0,0
 will u cook with me in food tec whenever we cook next :P ?,0,0
Have you seen his ugly ass? he IS the phantom. Women wouldnt sleep with him if he didn't woo us with melodies and faux-mance,1,1
SHUT THE FUCK UP!,0,1
i got bioshock for chfristmas form him yay bt it sucks i cant play it &gt;&lt;,0,0
 I think Xentury is thinking of a prank to pull on me  what shall I do?,0,0
fuck yeah!!! That is so far above just not failing!!,1,1
damn crackers.,0,0
LOL. I personally am not ready for a finger ring. Cock ring I would do though. Thats just good times :),0,0
Nigga when you see me in the streets it's going down! chitty chitty bang bang  bitch ass nigga,0,0
i get that ha ha smart ass :p,1,1
Yeah  those same ugly guys that do gay-for-pay. That's why I demand hot girl on girl action in my porn. Oh oh. Yeah.,1,1
Well fuck yeah!!!! how about allston? @xdeartragedyo imma try the one in jersey @evry1 I got my 2day bamboozle tics today,1,1
Damn. Oh well  I can't raise my hand for every question. ;-),1,1
ouch that sucks..,1,1
  outside. smile r inside. personality,0,0
you asian!!! I hate asians!!! Bahahahahhaha!!! Jk! I am well on my way to getting fucked up!!! See you next year!!! Hahahahaha!!,1,1
  oh sorry it was jack  im not use to hime actually talking to me like im a human.,0,0
shits gay!,1,1
  purple and green.r always has been my favorite since i was a kid and green just makes me happy and looks good on me haha,0,0
I hate trying to hear over loud music lol,1,1
man people gonna hate you no matter how humble or talented... im learning that within my own city ... they will be on ya bandwagon,0,0
  Janet jackson. You ain't right. :],0,0
So people are just ignoring me. :-( That sucks big time. LOL. Especially when I thought we were better than that. I see...I see..,1,1
  Texas!!&amp;Yuh hun?! xox,0,0
I hate weddings.. u shud be grateful for being male  not worrying about what u got to wear.,1,1
damn them! I'll link to another,0,0
agreed.  UGO sucks ass,1,1
I hate insomnia too. NyQuil works ok. Excedrin PM probably better.,1,1
"I like to look at it as ""meeting their needs"" not necessarily ""kissing ass""... although if you can do both - do!",1,1
 Bra or Braless?,0,0
 where you from??,0,0
fuck right,1,1
haha no gay stuff is good! cuz i tend to be attracted to females! haha jus chillen getting ready for work!,0,1
yeah we do... damn this time difference *HUGS*,1,1
you ARE beautiful  but i hate you cos you aren't here today and i am,0,0
nothing against Guy  mind you -- love him. but why do you hate democracy?,0,0
Customers = thin love/hate line.  They're either really GREAT or really sneaky....,0,0
OMG! cute emo cow! that would be acceptable! and the cow wouldn't mind the blood drinking...,1,1
I nominate @charlestrippy for a shorty award in #entertainment because... HE MET YOUTUBE BITCH!!,0,0
  Aha love you too<3,0,0
it's cos we're old now. sucks.,1,1
  sometimes when theyre trying to be gangsta or ignorant,0,0
damn iPhone that's SHITE. Learn English slang,1,1
  haha,0,0
i hate you.... you know why,1,1
Pah  lazy my ass! I'm facing 6 hours of book stacking! *lol*,0,0
  I jerk all day my nigg! :DDD,0,0
 what if it was realllyy hott out?:D still hot brownies or ice cream:O,0,0
Why do you kombat when I have to leave the computer!! DAMN YOU!!!,1,1
damn herb you yelp A LOT. i looked up your yelp profile hehe.,0,0
"no-sign. i dont fuck with ""rats""",1,1
hard to kick ass yourself with slippers on?  On it.,1,1
damn son. I just saw the cool and dee joint to. Still rocking the mixtape tho. Keep that fire coming...,0,0
 whos that lady in the b,0,0
aww that sucks man. you've learned a lesson for your kids... leave'em in the cold or spare key under the poinsetta pot,1,1
  I don't unless Im really mad then I cry.,0,0
- yep  I'm a real ass. Everybody knows that.,1,1
  alrighty !,0,0
Damn--and it's in the 50's in upstate NY today!,0,0
 Do you have any phobias? If so  what are they?,0,0
meant that to be public. MindTouch and Zenoss finalists in Jolt Awards Enterprise cat. You're going down bitch! http://is.gd/clEO,0,0
Just keep your head up...you kick so much ass...,1,1
 Is there anything in your house that glows in the dark?,0,0
I hate the fucking CTA. Fuckin' idiots.,1,1
still miami just got through customs. these fucking immagrants are driving me nuts! 2nd language my ass fuck em' all...,0,0
 Am not! Youz a hoe &amp; a baybay.,0,1
- ergh I hate that! It's happened to me plenty times. D: Wear thick socks?,0,0
  hmmmm.. prolly computer honestly,0,0
so do i! especially rocket. I hate celery though,0,1
Yes! the shower scene is what totally sold me! LOVE it! Hate to say it but I kinda like his body too.,0,0
 how is your blog? Your blog makes me hungry. I hate cooking  but like eating :),0,0
thanks sugar  i get a little sensitive here and there. damn holidaze!,0,1
"i fucking REFUSE to pay that much money for a laptop.  not that i have it  but still.  the ""apple tax"" would turn me off if i did",0,0
I hate when that happens. BTW  where can I get one of those guns?,0,0
I hate you and your steelers.,1,1
"and add a ""tweet this"" button to share the trend results... Damn  there are dozen of things that have been done here for 2009 :-)",0,0
 worst food you&;ve eaten that you almost throw up?,0,0
here's how to teach you phone to say fuck properly. Don't tell your parents. http://snipurl.com/9iryv,1,1
  Uhmmm depends on the mood im in I guess haha,0,0
dude ur wack ass better be playin at medium or above cuz u need to step up ur game if u wanna challenge a rock god such as myself,1,1
Well  not unless he wants some hot Vulcan action.  It only happens once every seven years  but damn  is it worth it.,1,1
 Tabithaaaaaa I love youuuuuuuuuuuuuu <3,0,0
fuck you,1,1
 In order to survive 3 more days you need a small meal. There is nothing with you except your pet monkey... Do you fry up some monkey?,0,0
thanks for updating  but whoever he is  ask that MoFo to SHUT THE FUCK UP and nobody asked him to follow me on twitter,0,0
we've been catching up on lost. the truth is i dont like it very much but it sucks you in because it's so freakin' weird.,0,0
 so where are you located and what is it like there? :),0,0
u haven't heard?? i'm moving to LA end of january. we haven't spoke about that yet? damn... we'll talk more about it later.,0,0
oh my god.... XD sucks for you Talei,0,0
 happy?,0,0
  Not everyday. Usually when I wanna pretty or im going out for something special :),0,0
 Why r u such a bitchh??? I hate u I&;m gonna kick ur ass whore!!,0,1
I've only seen highlights of Lott  but I know Reed is by far the best today. I hate people arguing about Bob S and Troy P,0,0
 when is ur birthday?,0,0
Re: http://tinyurl.com/w2xzw  - You are a HUGE nerd!,0,0
lol....hate when movies get the poker wrong.,0,0
 If one song were to describe your life  what song would it be?,0,0
 can you pls ask me some questions? :),0,0
its pretty stupid! to get it to work like windows you have to press hold 'Command' then press your arrows. sucks i know!,0,0
 baha  actually  im going to go on now :) BITCH ARE YOU FUCKING STUPID? >.> the REAL ashlee has a proof video  your dumb  your probably just some old man behind a computer screen<3 go fuck yourself<3,0,1
I survived mass layoffs for the last 7 years. For the last 3 years we've been told we're muscle  not fat.,0,0
  usually during the week everyday. but on the weekends Im with timmy so not too often ;),0,0
 If a stripper gets breast implants can she write it off on her taxes as a business expense?,0,0
 Have you ever entered a contest and won?,0,0
The 401 always sucks between Cobourg and Kingston. I'll be doing that joyous trek on Boxing Day to visit the relatives.,1,1
 How much money did you spend yesterday?,0,0
Yeah snow! Hate it when it's too cold in am/pm to ride  but it's warm and clear during the day. Feels like a wasted riding day.,0,0
BIG FAT HARD HAWAIIAN DICK. Too much?,0,1
I just bought him a Master chief action figure (not a doll- he says) and a light up Cortana for xmas!  Nerd!!!,0,0
wow   that sucks.,1,1
Haha thanks  I was supposed to go to some parties tonight too but I need to prepare for these damn holiday meals.,0,0
"...what bitch...we have too be ready for ""Spring"" or watever",0,0
u whore...,1,1
hate you,1,0
that's a shame. It's damn good.,0,0
damn...bird flu acting up again?,0,0
yes i love the pillows  livejournal jrock rotations (get an lj  they're sick) and uhh fuck i dunno  twitter?? just the site,1,1
  no,0,0
Damn homie...I've got a comfy ass couch at my spot & zimbabwe that puts NYC to shame...You should have hit me up...,1,1
the hormones are worse for guys.  I cant tell you how much I truly hate the thoughts that go through my head.,1,1
OMFG. I JUST FIGURED OUT THAT @SHIT. AND MY FIRM'S IT GUY TRIED TO GET ME INTO CHUCK. IT'S REALLY NERD-O.,1,1
dont stick up for @primeluva..homeboy is fat! Lay off the ceviche my man!,0,0
Sorry if I offended you? I just really hate Shia LaBeuaf. Sorry if I came off as a bit rude. I'm in a bad mood.,0,0
Like  Damn! Iam a cool attractive young woman making moves in NYC  striving for greatness...,0,0
 Do you think it&;s better to find love or let it find you?,0,0
"I loved the band name:""Gay Biker Nuns on Acid"". Doesn't exist  but we had a kid in high school convinced it was a punk band.",0,0
"should be in good company.  &lt;talking to self&gt; ""hate this wireless keyboard...""",0,0
I've had a few 'fat' comments.  yeah  cause I claim to be thin!!,0,0
Naw. I gave him tomorrow off. Fuck  my carpet's a mess.,1,1
 What&;s one thing you own that you should probably throw away  but never will?,0,0
sorry that sucks. I hope your Cobra kicks in soon. What's up with your hair BTW?,0,0
 Twitter Family <333,0,0
man that sucks! Well here's hoping that nothing major was taken and that your day improves.,0,0
oooh  I wish I could! but then I have to shave my widow's peak to get them to hang right. And what a bitch to grow back! LOL,1,1
how did you meet dad BITCH!,1,1
did you ever bust your ass skate boarding,0,0
  a couple. i really only like beer haha :P and not hard liqour,0,0
antlers. nah  fuck that. they look stupid and extend the paradigm of happiness seasons fucking greetings etc etc,1,1
aint nothing wrong wit a big girl...i cant stand a super skinny bitch...or is it just me... :),0,0
damn i was hoping for some cash out of this... how bout 5 for pain and suffering lol,1,1
  Yeah I know hahaha. they just pop up out of nowhere!  :P,0,0
 Has anyone told you a secret this week?,0,0
  Love you too april hahaha,0,0
I freakin HATE THAT and anyone that knows me this is a top peeve of mine!!,0,0
  hahahahahahahahahahahahahahahahahahaha nopeee not at the moment. hahaha he was saying stuff like that earlyerr.,0,0
lol I know... very well mannered... aren't I? But it's TRUE!! I hate that we have to choose such a small number... not fair.,0,0
aw shittt they was talkin bad? Lol fuck emmm I wuz messin around seen u live,0,0
Retard. Section E is?,1,1
  haha umm thats on the outside for people to buy beauty is on the skinny models but inside the store there's more for all shapes and beauty is really on the inside. the inside just doesnt sell,0,0
  no lol. ive collected stickers but not the ones on the fruit lol,0,0
lmao!! caught dat ass talkin smack!! you dont want it with Bubbz NOOOOOOOOOOOOOOOOO!!,0,0
haha that episode is fucking hilarious!,0,0
damn he had 5 kids.  Growing up in Michigan his single was always on the tape deck.,0,0
LOL!!! well we just need to go out and have some laughs tonight!!! i will need a good one after this long ass day,0,0
Connection interrupted. God damn.,0,1
no. i must have missed that one. damn. ;-),1,1
fuck yeah!,1,0
  yes.,0,0
OOGA BOOGA FOOCHA FUCK YOUR WHOLE DAY!!!!!!!!,1,1
Merry Fucking Christmas.,0,0
Actually I think we all hate this weather so everybody just stays in all the time,0,0
*watches than throws up* Man  that's was sick as fuck! A glass jar?!?,1,1
fuck you op,1,1
  yea,0,0
YAY! I'm thinking abt that again. Otherwise fone b blowin' up. Plus reading links on BB sometimes sucks.,0,0
  HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha,0,0
I blame the holidays! Family (mine at least) completely sucks; but worse than family is all the dang cleaning! Ugh!,0,0
me too. So entertaining. Dude you watch this mvie called trailor parl of terror. Fucking brilliant.,1,1
 If you had threee wishes what would they be,0,0
a) JTP is a douchebag b) Stewart kicks ass!,1,1
LOL!!! VIOLATOR IS THE TRUTH!!! HATE THEM AND U MUST HATE URSELF!!!,1,1
 twitter whore!,1,1
Putting pants on sucks lol. Ross,0,0
 lol ok now ur just straight up lying. faggot.,0,1
Oi you.  I'm no troll.  I sent you one damn tweet.,0,0
 When you were little did you ever go ahhh infront of the fan?,0,0
"My shit is done already  I got a trilogy called ""I hate rap"" ""Naw  just joking..."" & ""Rap is dead  but buy my shit"" ",0,0
 is jon the person u like?,0,0
 Anything your parents should know about?:,0,0
OMG  you fucking got them didnt you?!?!?! I'm so jealous!!!!,1,1
The video is kinda gay.,0,0
back at ya Jackie!  Have a fantastic remainder of 2008 and a kick ass 2009!,0,0
My grandmother is a big bitch and my father's a fraking arsehole.,0,1
lol so much for one huge ass exp. btw did you publish anything official yet?,0,0
fuck apparently i 4got that no homo part  guess i said that with a lot of homo,1,1
I've always heard. nerd: obsessed with learning stuff  geek: obsessed with a single topic (Star Trek)  dork: socially inept,0,0
Fuck off.. I'm not ready!,1,1
no smart-ass  more than once a year  and believe me  she needs it. Even my cat is disgusted at Ela's personal hygiene issues.,0,0
you order pizza that much they have you on speed dial. damn.,1,1
 Why are people being so hateful?,0,0
Marc got home ok...but said he might've fuckied his rim up. I told his ass the pierogies & sausage wwere gonna knock him out....,1,1
i had to... i deleted the annoying bitch. she kept making me puke in my mouth,0,1
Avocado is my FAVOURITE 'good fat'. Hahaha... I'm afraid I indulged 2day and had my avocado w homemade cheese nachos & black olives.,1,1
 What is the most expensive thing you have on right now?,0,0
"that's what I was JUST tellin' myself !! Hahaha I said ""Fuck it Kel  just DO IT and get it DONE !!"" But I complain the whole way",1,1
You're still alive? Well  damn  I just lost a bet.,1,1
I wonder if there are any sparkling vampires in the vincinity. XD OH EDWARD!!! (I really hate Twilight  lol.),0,0
 lets fucking go tonight... you know you want to! Or at least hang out. I fucking hate being alone sometimes too.,1,1
  i like to talk  yes.,0,0
  ..,0,0
  depends on who their spying on.....,0,0
i would hate that too. :(,0,1
So true I hate a dirty bathroom,1,0
  I lovee youu<33,0,0
there only a few shows i really look forward to seeing.  i hate when they put a reality show on instead with no warning.,1,1
 You are a beautiful girl and i dont think that you shoul do all the things that you do cause you are fucking up your life! Sorry to say but you should to better with your life then just throw it away.....,0,1
oooh  you scandalous whore. I just hardcore need someone to make out with. I'd hit up the ex but she's still in love with me.,0,0
"Being on fire is ""safe""? I'd hate to see what you consider peril!",0,0
  iKno bih,0,0
fuck yo life nigga,1,1
What the fuck you talking about ass cap? You already have my number and no I didn't call your ass!,0,0
  ehh idk?,0,0
Yeah.. :c My brother freaking sucks (in case you did not see the other message seen what I said to my other friend).,0,0
try telling your parents that you don't want to see them. see how well that fucking works out for you  yeah?,1,1
Wendy's - Oriental Chicken Salad w/ grilled chicken.  Way good.  I think it's 20 grams of fat just in the dressing  tho! Argh.,1,1
 what if i want to ask you something inappropriate? ;),0,0
lol britt just said it look like a big ass pillow fight outside,1,1
still got that ass whooped haha.,1,1
I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,1,1
 GASP. He told me): I could cry.,0,0
If you really like Of Human Bondage  you'll love anything by Shakespeare. Sorry... I'm a Literature nerd and English major...,0,0
@Cupidboi79 @PaulKaplan5 damn I have only 1 bed and 1 cake. Whatever shall we do?,0,0
1) i can't stop laughing at how's the meows sound like cat o-face screams. 2) ugh  so bummed i missed out. another gay? (:,1,1
I might get in a snowball fight out this bitch!,1,1
DAMN IT EDDIE!,1,1
dont hate too hard!  it hasn't been very warm here lately!,0,1
Yeah! id do her like my nigga did them white chicks at the club on Knocked Up...I fuck the shit out u old bitch but no clubin,1,1
oh man that sucks. I'm sorry. Sucks to live with people who are dirty..trust me  I can relate.,1,1
I don't care about his fucking kids.....I want JP's kids head on a plate.,0,1
the cock is just a figure head on favrd,1,1
that karma is a bitch  HUH,1,1
  Nope not yet :),0,0
fuck you  merten.,1,1
wow.. Thats how people get fat haha,1,1
That sucks. I don't remember how long ago we had gas prices that high.....,0,0
She can bust her ass on stage and GAIN fans  You gotta love her.,0,1
still at ex-husbands house! i will be getting it just not quite yet. hmmm that really sucks. stoopid ps3,0,0
Is that a monkey in your pants...or are you just fucking crazy?,0,0
  yes again. for not coming back to class. haha,0,0
go to urgent care? He does but he kissed me and smacked my ass hahaha. Yum.,0,0
exactly. Its a chick magnet too i think. They show their emo drawings to a girl of similar shape and she croons.,0,0
whatever about the Gay Byrne voiceover  shame on Eason's for running Christmas ads in early November!..,1,1
  haha i like you to hahaha :),0,0
Sucks always being inside on sunny days... I hope you get some time off work soon! :),0,0
"And how is more ""traditional"" marriage  threatened by gay marriage?",0,0
Merry Christmas to you too  Casey. For tomorrow. Er  or today. Grrr  damn time zones....,1,1
oh yeah! Radios powered by pork fat!,1,1
Damn Jim idk what to say:/ Sorry man.,1,1
which fucking idiot this time? LMFAO N.E.R.D. said it best  this song's about...........YOU,0,0
gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,1,1
  i likey.,0,0
that sucks!,1,1
 favorite dish,0,0
That album is the fucking shit.,1,1
